	ratio	nifH type	env type	Organism
SRR6854401	0.0	PB	soil	soil metagenome
SRR6854404	26.66666666666666	PB	soil	soil metagenome
SRR6854405	0.0	PB	soil	soil metagenome
SRR6854406	0.0	PB	soil	soil metagenome
SRR6854407	0.0	PB	soil	soil metagenome
SRR6854408	0.0	PB	soil	soil metagenome
SRR6854409	0.0	PB	soil	soil metagenome
SRR6854410	0.0	PB	soil	soil metagenome
SRR6854411	0.0	PB	soil	soil metagenome
SRR6854413	0.0	PB	soil	soil metagenome
SRR6854414	0.0	PB	soil	soil metagenome
SRR6854415	0.0	PB	soil	soil metagenome
SRR6854417	0.0	PB	soil	soil metagenome
SRR6854418	0.0	PB	soil	soil metagenome
SRR6854427	0.0	PB	soil	soil metagenome
SRR6854429	0.0	PB	soil	soil metagenome
SRR6854430	20.192307692307693	PB	soil	soil metagenome
SRR6854431	0.0	PB	soil	soil metagenome
SRR6854432	0.0	PB	soil	soil metagenome
SRR6854433	0.0	PB	soil	soil metagenome
SRR6854434	1.986754966887417	PB	soil	soil metagenome
SRR6854435	0.0	PB	soil	soil metagenome
SRR6854436	0.0	PB	soil	soil metagenome
SRR6854441	0.0	PB	soil	soil metagenome
SRR6854442	0.0	PB	soil	soil metagenome
SRR6854443	0.0	PB	soil	soil metagenome
SRR6854445	0.0	PB	soil	soil metagenome
SRR6854446	0.0	PB	soil	soil metagenome
SRR6854447	0.0	PB	soil	soil metagenome
SRR6854448	0.0	PB	soil	soil metagenome
SRR6854449	0.0	PB	soil	soil metagenome
SRR6854458	0.0	PB	soil	soil metagenome
SRR6854461	0.0	PB	soil	soil metagenome
SRR6854462	0.0	PB	soil	soil metagenome
SRR6854463	0.0	PB	soil	soil metagenome
SRR6854464	20.481927710843376	PB	soil	soil metagenome
SRR6854465	100.0	PB	soil	soil metagenome
SRR6854467	0.0	PB	soil	soil metagenome
SRR6854468	0.0	PB	soil	soil metagenome
SRR6854469	100.0	PB	soil	soil metagenome
SRR6854471	0.0	PB	soil	soil metagenome
SRR6854472	0.0	PB	soil	soil metagenome
ERR1279310	0.0	PB	soil	soil metagenome
ERR1279315	0.0	PB	soil	soil metagenome
ERR1279317	0.0	PB	soil	soil metagenome
ERR1279320	0.0	PB	soil	soil metagenome
SRR6439319	0.0	PB	soil	soil metagenome
SRR6439320	0.06126512482769185	PB	soil	soil metagenome
SRR6439321	0.0	PB	soil	soil metagenome
SRR6439322	0.0	PB	soil	soil metagenome
SRR6439323	0.0	PB	soil	soil metagenome
SRR6439324	0.0	PB	soil	soil metagenome
SRR6439325	0.0	PB	soil	soil metagenome
SRR6439326	0.0	PB	soil	soil metagenome
SRR6439327	0.0	PB	soil	soil metagenome
SRR6439328	0.0	PB	soil	soil metagenome
SRR6439329	0.0	PB	soil	soil metagenome
SRR6439330	0.0	PB	soil	soil metagenome
SRR6439331	0.0	PB	soil	soil metagenome
SRR6439332	0.0	PB	soil	soil metagenome
SRR6439333	26.08695652173913	PB	soil	soil metagenome
SRR6439334	4.166666666666665	PB	soil	soil metagenome
SRR6439335	5.2631578947368425	PB	soil	soil metagenome
SRR6439336	9.475806451612904	PB	soil	soil metagenome
SRR6439337	0.0	PB	soil	soil metagenome
SRR6439338	0.0	PB	soil	soil metagenome
SRR6439339	3.0821917808219177	PB	soil	soil metagenome
SRR6439340	0.0	PB	soil	soil metagenome
SRR6439341	0.0	PB	soil	soil metagenome
SRR6439342	0.0	PB	soil	soil metagenome
SRR11784076	0.0	PB	marine	marine metagenome
